HPNR,Leistungstyp,Heilmittelbereich,Leistungserbringer,Grundlage,Leistungsart,Leistung,gültig ab,gültig bis,Eigentümer
11502,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Warmpackungen ohne Nachruhe,1900-01-01,9999-12-31,
21502,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Warmpackungen ohne Nachruhe,1900-01-01,9999-12-31,
61502,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Warmpackungen ohne Nachruhe,1900-01-01,9999-12-31,
81502,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Warmpackungen ohne Nachruhe,1900-01-01,9999-12-31,
11503,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden,1900-01-01,9999-12-31,
21503,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden,1900-01-01,9999-12-31,
61503,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden,1900-01-01,9999-12-31,
81503,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden,1900-01-01,9999-12-31,
11504,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden (Teilpackung),1900-01-01,9999-12-31,
21504,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden (Teilpackung),1900-01-01,9999-12-31,
61504,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden (Teilpackung),1900-01-01,9999-12-31,
81504,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden (Teilpackung),1900-01-01,9999-12-31,
11505,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden (Doppellpackung),1900-01-01,9999-12-31,
21505,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden (Doppellpackung),1900-01-01,9999-12-31,
61505,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden (Doppellpackung),1900-01-01,9999-12-31,
81505,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Warmp. m. natürlichen Peloiden (Doppellpackung),1900-01-01,9999-12-31,
11506,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Parapack-Packungen,1900-01-01,9999-12-31,
21506,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Parapack-Packungen,1900-01-01,9999-12-31,
61506,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Parapack-Packungen,1900-01-01,9999-12-31,
81506,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Parapack-Packungen,1900-01-01,9999-12-31,
11507,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Parapack-Teil- u. Halbpackung,1900-01-01,9999-12-31,
21507,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Parapack-Teil- u. Halbpackung,1900-01-01,9999-12-31,
61507,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Parapack-Teil- u. Halbpackung,1900-01-01,9999-12-31,
81507,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Parapack-Teil- u. Halbpackung,1900-01-01,9999-12-31,
11508,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Warmp. mit Natur-Moor/-Fango,1900-01-01,9999-12-31,
21508,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Warmp. mit Natur-Moor/-Fango,1900-01-01,9999-12-31,
61508,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Warmp. mit Natur-Moor/-Fango,1900-01-01,9999-12-31,
81508,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Warmp. mit Natur-Moor/-Fango,1900-01-01,9999-12-31,
11509,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Naturmoor-Teilbad (Moorschlamm),1900-01-01,9999-12-31,
21509,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Naturmoor-Teilbad (Moorschlamm),1900-01-01,9999-12-31,
61509,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Naturmoor-Teilbad (Moorschlamm),1900-01-01,9999-12-31,
81509,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Naturmoor-Teilbad (Moorschlamm),1900-01-01,9999-12-31,
11510,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Naturmoor-Halbbad (Moorschlamm),1900-01-01,9999-12-31,
21510,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Naturmoor-Halbbad (Moorschlamm),1900-01-01,9999-12-31,
61510,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Naturmoor-Halbbad (Moorschlamm),1900-01-01,9999-12-31,
81510,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Naturmoor-Halbbad (Moorschlamm),1900-01-01,9999-12-31,
11511,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Naturmoor-Vollbad (Moorschlamm),1900-01-01,9999-12-31,
21511,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Naturmoor-Vollbad (Moorschlamm),1900-01-01,9999-12-31,
61511,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Naturmoor-Vollbad (Moorschlamm),1900-01-01,9999-12-31,
81511,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Naturmoor-Vollbad (Moorschlamm),1900-01-01,9999-12-31,
11512,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,"Moorextrakt-, Moorlauge-, Moorsalicylbad",1900-01-01,9999-12-31,
21512,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,"Moorextrakt-, Moorlauge-, Moorsalicylbad",1900-01-01,9999-12-31,
61512,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,"Moorextrakt-, Moorlauge-, Moorsalicylbad",1900-01-01,9999-12-31,
81512,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,"Moorextrakt-, Moorlauge-, Moorsalicylbad",1900-01-01,9999-12-31,
11513,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Moorextraktsitzbad mit Ruhepackung,1900-01-01,9999-12-31,
21513,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Moorextraktsitzbad mit Ruhepackung,1900-01-01,9999-12-31,
61513,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Moorextraktsitzbad mit Ruhepackung,1900-01-01,9999-12-31,
81513,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Moorextraktsitzbad mit Ruhepackung,1900-01-01,9999-12-31,
11514,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Moorjodbad,1900-01-01,9999-12-31,
21514,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Moorjodbad,1900-01-01,9999-12-31,
61514,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Moorjodbad,1900-01-01,9999-12-31,
81514,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Moorjodbad,1900-01-01,9999-12-31,
11515,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Moorschwefelbad,1900-01-01,9999-12-31,
21515,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Moorschwefelbad,1900-01-01,9999-12-31,
61515,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Moorschwefelbad,1900-01-01,9999-12-31,
81515,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Moorschwefelbad,1900-01-01,9999-12-31,
11516,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Fertigpackungen bzw. Kompressen,1900-01-01,9999-12-31,
21516,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Fertigpackungen bzw. Kompressen,1900-01-01,9999-12-31,
61516,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Fertigpackungen bzw. Kompressen,1900-01-01,9999-12-31,
81516,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Fertigpackungen bzw. Kompressen,1900-01-01,9999-12-31,
11517,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Wärmetherapie mittels Heißluft: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
21517,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Wärmetherapie mittels Heißluft: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
61517,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Wärmetherapie mittels Heißluft: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
81517,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Wärmetherapie mittels Heißluft: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
11518,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Lichtbügel,1900-01-01,9999-12-31,
21518,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Lichtbügel,1900-01-01,9999-12-31,
61518,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Lichtbügel,1900-01-01,9999-12-31,
81518,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Lichtbügel,1900-01-01,9999-12-31,
11519,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,feuchte Umschläge bei Heißluft,1900-01-01,9999-12-31,
21519,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,feuchte Umschläge bei Heißluft,1900-01-01,9999-12-31,
61519,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,feuchte Umschläge bei Heißluft,1900-01-01,9999-12-31,
81519,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,feuchte Umschläge bei Heißluft,1900-01-01,9999-12-31,
11520,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Warmkompressen,1900-01-01,9999-12-31,
21520,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Warmkompressen,1900-01-01,9999-12-31,
61520,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Warmkompressen,1900-01-01,9999-12-31,
81520,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Warmkompressen,1900-01-01,9999-12-31,
11521,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Heublumensack,1900-01-01,9999-12-31,
21521,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Heublumensack,1900-01-01,9999-12-31,
61521,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Heublumensack,1900-01-01,9999-12-31,
81521,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Heublumensack,1900-01-01,9999-12-31,
11522,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Eisbehandlung,1900-01-01,9999-12-31,
21522,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Eisbehandlung,1900-01-01,9999-12-31,
61522,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Eisbehandlung,1900-01-01,9999-12-31,
81522,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Eisbehandlung,1900-01-01,9999-12-31,
11523,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Eisteilbad,1900-01-01,9999-12-31,
21523,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Eisteilbad,1900-01-01,9999-12-31,
61523,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Eisteilbad,1900-01-01,9999-12-31,
81523,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Eisteilbad,1900-01-01,9999-12-31,
11524,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Eisganzbad,1900-01-01,9999-12-31,
21524,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Eisganzbad,1900-01-01,9999-12-31,
61524,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Eisganzbad,1900-01-01,9999-12-31,
81524,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Eisganzbad,1900-01-01,9999-12-31,
11525,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Kaltpackungen,1900-01-01,9999-12-31,
21525,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Kaltpackungen,1900-01-01,9999-12-31,
61525,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Kaltpackungen,1900-01-01,9999-12-31,
81525,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Kaltpackungen,1900-01-01,9999-12-31,
11526,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Trockenpackung,1900-01-01,9999-12-31,
21526,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Trockenpackung,1900-01-01,9999-12-31,
61526,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Trockenpackung,1900-01-01,9999-12-31,
81526,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Trockenpackung,1900-01-01,9999-12-31,
11527,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Kaltluft-/Kaltgastherapie je großes Gelenk,1900-01-01,9999-12-31,
21527,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Kaltluft-/Kaltgastherapie je großes Gelenk,1900-01-01,9999-12-31,
61527,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Kaltluft-/Kaltgastherapie je großes Gelenk,1900-01-01,9999-12-31,
81527,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Kaltluft-/Kaltgastherapie je großes Gelenk,1900-01-01,9999-12-31,
11528,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Heißluftraumbad,1900-01-01,9999-12-31,
21528,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Heißluftraumbad,1900-01-01,9999-12-31,
61528,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Heißluftraumbad,1900-01-01,9999-12-31,
81528,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Heißluftraumbad,1900-01-01,9999-12-31,
11529,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Wärme- und Kältetherapie,Naturmoor-Dreiviertelbad,1900-01-01,9999-12-31,
21529,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Wärme- und Kältetherapie,Naturmoor-Dreiviertelbad,1900-01-01,9999-12-31,
61529,Heilmittel,Physiotherapie,Krankenhaus,,Wärme- und Kältetherapie,Naturmoor-Dreiviertelbad,1900-01-01,9999-12-31,
81529,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Wärme- und Kältetherapie,Naturmoor-Dreiviertelbad,1900-01-01,9999-12-31,
11530,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Heiße Rolle: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
21530,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Heiße Rolle: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
61530,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Heiße Rolle: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
81530,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Heiße Rolle: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
11531,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Ultraschall-Wärmetherapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
21531,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Ultraschall-Wärmetherapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
61531,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Ultraschall-Wärmetherapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
81531,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Ultraschall-Wärmetherapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
11532,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Bäder (Voll-oder Teilbäder) mit Peloiden: Vollbad,1900-01-01,9999-12-31,GKV-SV
21532,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Bäder (Voll-oder Teilbäder) mit Peloiden: Vollbad,1900-01-01,9999-12-31,GKV-SV
61532,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Bäder (Voll-oder Teilbäder) mit Peloiden: Vollbad,1900-01-01,9999-12-31,GKV-SV
81532,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Bäder (Voll-oder Teilbäder) mit Peloiden: Vollbad,1900-01-01,9999-12-31,GKV-SV
11533,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Bäder (Voll-oder Teilbäder) mit Peloiden: Teilbad,1900-01-01,9999-12-31,GKV-SV
21533,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Bäder (Voll-oder Teilbäder) mit Peloiden: Teilbad,1900-01-01,9999-12-31,GKV-SV
61533,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Bäder (Voll-oder Teilbäder) mit Peloiden: Teilbad,1900-01-01,9999-12-31,GKV-SV
81533,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Bäder (Voll-oder Teilbäder) mit Peloiden: Teilbad,1900-01-01,9999-12-31,GKV-SV
11534,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Kältetherapie bei einem oder mehreren Körperteil(en): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
21534,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Kältetherapie bei einem oder mehreren Körperteil(en): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
61534,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Kältetherapie bei einem oder mehreren Körperteil(en): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
81534,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Kältetherapie bei einem oder mehreren Körperteil(en): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
11601,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Hydrotherapie,Teilbad,1900-01-01,9999-12-31,
